Instructor	Course	Hours per week	Interest in student learning	Explain course requirements	Clear learning goals	Instructor provided feedback to students	Importance of subject	Explains subject matter	Show respect for students	Overall teaching	Overall course	Number of times taught
Kai Gutschow	0	12.77	4.43	4.17	4.21	4.08	4.37	4.29	4.46	4.28	4.22	38
"Gutschow, K."	0	12.77	4.43	4.17	4.21	4.08	4.37	4.29	4.46	4.28	4.22	38
"Zhang, Y."	0	9.57	4.33	4.34	4.38	4.2	4.3	4.26	4.73	4.22	4.19	38
Ying Zhang	0	9.57	4.33	4.34	4.38	4.2	4.3	4.26	4.73	4.22	4.19	38
Russell Schwartz	0	9.39	4.15	4.35	4.22	3.82	4.28	4.12	4.64	4.04	3.95	38
"Schwartz, R."	0	9.39	4.15	4.35	4.22	3.82	4.28	4.12	4.64	4.04	3.95	38
Daniela Mihai	0	8.83	4.15	4.18	4.14	3.85	3.92	3.99	4.46	3.95	3.87	38
"Mccarthy, M."	0	12.84	4.05	3.96	3.97	3.82	3.98	3.94	4.34	3.85	3.87	38
Michael Mccarthy	0	12.84	4.05	3.96	3.97	3.82	3.98	3.94	4.34	3.85	3.87	38
David Handron	0	7.39	4.12	4.15	4.07	3.72	3.83	4	4.46	3.96	3.83	38
"Handron, D."	0	7.39	4.12	4.15	4.07	3.72	3.83	4	4.46	3.96	3.83	38
Raja Sooriamurthi	0	8.8	4.25	3.79	3.88	3.8	4.03	3.79	4.53	3.84	3.69	38
"Sooriamurthi, R."	0	8.8	4.25	3.79	3.88	3.8	4.03	3.79	4.53	3.84	3.69	38
"Kraut, R."	0	9.35	3.45	3.2	3.48	3.49	3.69	3.67	4.1	3.31	3.24	38
Robert Kraut	0	9.35	3.45	3.2	3.48	3.49	3.69	3.67	4.1	3.31	3.24	38
Janusz Szczypula	0	12.18	4.61	4.7	4.68	4.49	4.59	4.69	4.69	4.63	4.56	37
Natalie Shirer	0	6.31	4.52	4.37	4.59	4.44	4.68	4.58	4.46	4.52	4.47	37
"Shirer, N."	0	6.31	4.52	4.37	4.59	4.44	4.68	4.58	4.46	4.52	4.47	37
Jeremy Smith	0	7.89	4.62	4.59	4.57	4.5	4.45	4.56	4.78	4.57	4.45	37
"Smith, J."	0	7.89	4.62	4.59	4.57	4.5	4.45	4.56	4.78	4.57	4.45	37
Brad Myers	0	12.99	4.33	4.43	4.43	4.32	4.52	4.48	4.46	4.38	4.41	37
"Myers, B."	0	12.99	4.33	4.43	4.43	4.32	4.52	4.48	4.46	4.38	4.41	37
Kathleen Newman	0	8.37	4.74	4.26	4.34	4.33	4.58	4.42	4.77	4.52	4.39	37
"Klug, G."	0	16.45	4.16	4	4.16	4.09	4.25	4.11	4.07	4.04	4.25	37
Gerard Klug	0	16.45	4.16	4	4.16	4.09	4.25	4.11	4.07	4.04	4.25	37
Yi Zhang	0	9.59	4.33	4.35	4.38	4.2	4.31	4.25	4.72	4.22	4.19	37
"Zollman, R."	0	7.71	3.87	3.97	3.92	3.88	4.01	3.97	3.89	3.85	3.87	37
Ronald Zollman	0	7.71	3.87	3.97	3.92	3.88	4.01	3.97	3.89	3.85	3.87	37
Scott Hudson	0	7.47	3.98	3.98	3.95	3.71	4.01	4.07	4.36	3.93	3.86	37
"Hudson, S."	0	7.47	3.98	3.98	3.95	3.71	4.01	4.07	4.36	3.93	3.86	37
Marilyn Thomas	0	5.36	4.88	4.85	4.88	4.85	4.78	4.83	4.84	4.86	4.75	36
James Wynn	0	9.1	4.7	4.69	4.72	4.65	4.66	4.72	4.71	4.64	4.56	36
"Hovis, K."	0	6.8	4.67	4.71	4.68	4.37	4.64	4.65	4.83	4.68	4.54	36
Ken Hovis	0	6.8	4.67	4.71	4.68	4.37	4.64	4.65	4.83	4.68	4.54	36
"Kim, M."	0	13.26	4.7	4.57	4.6	4.49	4.64	4.53	4.82	4.57	4.5	36
Miso Kim	0	13.26	4.7	4.57	4.6	4.49	4.64	4.53	4.82	4.57	4.5	36
Patricia Maurides	0	8.75	4.75	4.54	4.46	4.3	4.49	4.47	4.84	4.55	4.49	36
"Maurides, P."	0	8.75	4.75	4.54	4.46	4.3	4.49	4.47	4.84	4.55	4.49	36
"Baskinger, M."	0	14.59	4.4	4.42	4.46	4.34	4.57	4.48	4.23	4.49	4.44	36
Mark Baskinger	0	14.59	4.4	4.42	4.46	4.34	4.57	4.48	4.23	4.49	4.44	36
Jane Mccafferty	0	7.32	4.72	3.95	4.13	4.59	4.48	4.32	4.79	4.46	4.4	36
Jeria Mcknight	0	8.84	4.62	4.48	4.51	4.48	4.52	4.46	4.7	4.5	4.35	36
"Mcknight, J."	0	8.84	4.62	4.48	4.51	4.48	4.52	4.46	4.7	4.5	4.35	36
"Kekre, S."	0	7.46	4.5	4.4	4.42	4.34	4.46	4.5	4.6	4.43	4.35	36
Sunder Kekre	0	7.46	4.5	4.4	4.42	4.34	4.46	4.5	4.6	4.43	4.35	36
Candace Skibba	0	8.37	4.57	4.01	4.25	4.2	4.38	4.36	4.61	4.26	4.2	36
"Skibba, C."	0	8.37	4.57	4.01	4.25	4.2	4.38	4.36	4.61	4.26	4.2	36
Felipe Gomez	0	10.63	4.41	3.93	4.18	4.24	4.28	4.24	4.36	4.23	4.03	36
"Gomez, F."	0	10.63	4.41	3.93	4.18	4.24	4.28	4.24	4.36	4.23	4.03	36
George Klein	0	11.97	4.4	4.13	4.06	3.78	4.12	4.01	4.55	4.05	3.89	36
"Klein, G."	0	11.97	4.4	4.13	4.06	3.78	4.12	4.01	4.55	4.05	3.89	36
Robert Fallon	0	6.07	4.2	3.96	3.96	3.88	4.05	3.97	4.04	3.71	3.61	36
"Fallon, R."	0	6.07	4.2	3.96	3.96	3.88	4.05	3.97	4.04	3.71	3.61	36
"Van Hoesen, G."	0	9.91	4.84	4.84	4.87	4.9	4.9	4.86	4.82	4.85	4.85	35
Gretchen Van Hoesen	0	9.91	4.84	4.84	4.87	4.9	4.9	4.86	4.82	4.85	4.85	35
Luz Manriquez	0	7.1	4.9	4.86	4.91	4.91	4.93	4.91	4.96	4.86	4.84	35
"Manriquez, L."	0	7.1	4.9	4.86	4.91	4.91	4.93	4.91	4.96	4.86	4.84	35
Mark Domencic	0	7.18	4.56	4.56	4.51	4.68	4.43	4.65	4.75	4.54	4.5	35
James Callan	0	12.66	4.61	4.59	4.58	4.36	4.61	4.61	4.7	4.61	4.48	35
"Callan, J."	0	12.66	4.61	4.59	4.58	4.36	4.61	4.61	4.7	4.61	4.48	35
Peggy Knapp	0	8.28	4.73	4.37	4.39	4.37	4.59	4.61	4.8	4.55	4.48	35
"Knapp, P."	0	8.28	4.73	4.37	4.39	4.37	4.59	4.61	4.8	4.55	4.48	35
"Steppan, S."	0	9.93	4.6	4.52	4.52	4.45	4.53	4.47	4.75	4.5	4.46	35
Susana Steppan	0	9.93	4.6	4.52	4.52	4.45	4.53	4.47	4.75	4.5	4.46	35
Gloria Silva	0	10.03	4.52	4.4	4.38	4.25	4.39	4.38	4.61	4.33	4.3	35
J Mcginnis	0	10.73	4.39	4.26	4.38	4.35	4.49	4.3	3.93	4.23	4.28	35
"Kumata, C."	0	11.08	4.16	4.21	4.21	4.38	4.16	4.31	4.53	4.35	4.24	35
Carol Kumata	0	11.08	4.16	4.21	4.21	4.38	4.16	4.31	4.53	4.35	4.24	35
Gladys Mercier	0	14.03	4.46	4.41	4.4	4.41	4.34	4.27	4.71	4.41	4.22	35
"Mercier, G."	0	14.03	4.46	4.41	4.4	4.41	4.34	4.27	4.71	4.41	4.22	35
"Sleator, D."	0	9.94	4.09	3.96	3.96	3.76	4.01	3.79	4.17	3.7	4.11	35
Daniel Sleator	0	9.94	4.09	3.96	3.96	3.76	4.01	3.79	4.17	3.7	4.11	35
"Warman, K."	0	4.29	4.34	3.94	3.91	3.98	4.22	3.91	3.66	3.92	4.09	35
Kaf Warman	0	4.29	4.34	3.94	3.91	3.98	4.22	3.91	3.66	3.92	4.09	35
"Rubin, J."	0	9.17	3.87	3.69	3.86	4.14	3.92	3.93	4.1	3.94	3.83	35
Joel Rubin	0	9.17	3.87	3.69	3.86	4.14	3.92	3.93	4.1	3.94	3.83	35
Po-Shen Loh	0	3.94	4.94	4.84	4.85	4.61	4.78	4.9	4.94	4.92	4.88	34
William Caballero	0	8.29	4.49	4.41	4.3	4.55	4.65	4.58	4.67	4.57	4.59	34
"Caballero, W."	0	8.29	4.49	4.41	4.3	4.55	4.65	4.58	4.67	4.57	4.59	34
"Doonan, C."	0	13.27	4.8	4.48	4.51	4.43	4.64	4.68	4.67	4.6	4.47	34
Carrie Doonan	0	13.27	4.8	4.48	4.51	4.43	4.64	4.68	4.67	4.6	4.47	34
Yongjie Zhang	0	9.29	4.32	4.36	4.39	4.19	4.31	4.26	4.73	4.21	4.19	34
David Kaufer	0	7.46	4.43	4.32	4.39	4.18	4.48	4.3	4.61	4.19	4.19	34
"Whitacre, J."	0	9.75	4.27	4.14	4.07	3.88	4.38	4.14	4.57	4.16	4.05	34
Jay Whitacre	0	9.75	4.27	4.14	4.07	3.88	4.38	4.14	4.57	4.16	4.05	34
Chris Hendrickson	0	7.68	4.05	4.1	4.06	3.81	4.14	4.04	4.42	3.98	3.92	34
"Hendrickson, C."	0	7.68	4.05	4.1	4.06	3.81	4.14	4.04	4.42	3.98	3.92	34
Jon Rubin	0	9.06	3.84	3.65	3.83	4.11	3.89	3.9	4.07	3.91	3.8	34
Russell Walker	0	7.15	3.89	3.98	3.97	3.59	3.84	3.81	4.37	3.75	3.75	34
Kristin Hughes	0	12.34	4.05	3.35	3.64	3.79	4.17	3.72	3.72	3.7	3.72	34
"Hughes, K."	0	12.34	4.05	3.35	3.64	3.79	4.17	3.72	3.72	3.7	3.72	34
Ester Hoogstaden	0	8.57	4.83	4.75	4.71	4.79	4.68	4.76	4.85	4.81	4.66	33
Sue-Mei Wu	0	6.55	4.87	4.72	4.74	4.72	4.74	4.7	4.86	4.68	4.65	33
"Yu, Y."	0	8.39	4.77	4.37	4.53	4.56	4.67	4.62	4.58	4.64	4.51	33
Yueming Yu	0	8.39	4.77	4.37	4.53	4.56	4.67	4.62	4.58	4.64	4.51	33
Beth Christiano	0	6.34	4.45	4.32	4.38	4.17	4.52	4.47	4.63	4.31	4.43	33
Nicolas Christin	0	11.13	4.48	4.34	4.43	4.11	4.62	4.45	4.66	4.44	4.4	33
"Christin, N."	0	11.13	4.48	4.34	4.43	4.11	4.62	4.45	4.66	4.44	4.4	33
Kenneth Keeling	0	4.24	4.67	4.33	4.37	4.2	4.51	4.43	4.74	4.47	4.39	33
"Brasier, D."	0	8.3	4.73	4.55	4.51	4.44	4.5	4.53	4.8	4.54	4.38	33
Daniel Brasier	0	8.3	4.73	4.55	4.51	4.44	4.5	4.53	4.8	4.54	4.38	33
Marian Aguiar	0	7.69	4.36	4.38	4.35	4.08	4.46	4.4	4.65	4.4	4.35	33
"Rohrbach, S."	0	11.89	4.63	4.25	4.31	4.46	4.43	4.36	4.68	4.46	4.26	33
Stacie Rohrbach	0	11.89	4.63	4.25	4.31	4.46	4.43	4.36	4.68	4.46	4.26	33
Deanna Matthews	0	7.23	4.58	4.3	4.38	4.34	4.46	4.32	4.7	4.42	4.24	33
"Matthews, D."	0	7.23	4.58	4.3	4.38	4.34	4.46	4.32	4.7	4.42	4.24	33
Jovan Ilic	0	9.19	4.33	4.02	4.1	4.08	4.3	4	4.56	4.05	4.03	33
"Momeni, A."	0	12.58	4.31	3.71	3.74	4.34	4.3	3.99	4.28	4.15	4.01	33
Ali Momeni	0	12.58	4.31	3.71	3.74	4.34	4.3	3.99	4.28	4.15	4.01	33
Anind Dey	0	8.56	4.1	4	4.06	3.78	4.11	4.01	4.44	3.94	3.82	33
"Dey, A."	0	8.56	4.1	4	4.06	3.78	4.11	4.01	4.44	3.94	3.82	33
Erik Helin	0	9.61	4.9	4.81	4.83	4.82	4.8	4.84	4.88	4.89	4.87	32
Sharon Carver	0	10.01	4.9	4.79	4.81	4.82	4.8	4.76	4.9	4.81	4.72	32
"Eckhardt, D."	0	18.02	4.71	4.55	4.67	4.47	4.71	4.56	4.67	4.67	4.65	32
David Eckhardt	0	18.02	4.71	4.55	4.67	4.47	4.71	4.56	4.67	4.67	4.65	32
Andreea Ritivoi	0	8.42	4.84	4.43	4.58	4.5	4.77	4.7	4.85	4.73	4.6	32
"Ritivoi, A."	0	8.42	4.84	4.43	4.58	4.5	4.77	4.7	4.85	4.73	4.6	32
Teddy Seidenfeld	0	7.12	4.74	4.45	4.44	4.29	4.59	4.5	4.84	4.49	4.45	32
"Seidenfeld, T."	0	7.12	4.74	4.45	4.44	4.29	4.59	4.5	4.84	4.49	4.45	32
John Dolan	0	14.76	4.38	4.41	4.38	4.44	4.28	4.27	4.65	4.38	4.42	32
"Dolan, J."	0	14.76	4.38	4.41	4.38	4.44	4.28	4.27	4.65	4.38	4.42	32
Kim Hyatt	0	6.77	4.72	4.61	4.64	4.58	4.64	4.55	4.71	4.56	4.4	32
"De La Reza, M."	0	3.35	4.63	4.51	4.51	4.62	4.56	4.54	4.61	4.55	4.39	32
Michele De La Reza	0	3.35	4.63	4.51	4.51	4.62	4.56	4.54	4.61	4.55	4.39	32
"Prekop, M."	0	11.21	4.3	3.98	4.08	4.54	4.39	4.39	4.38	4.45	4.34	32
Martin Prekop	0	11.21	4.3	3.98	4.08	4.54	4.39	4.39	4.38	4.45	4.34	32
"Mitchell, T."	0	10.13	4.49	4.46	4.5	4.37	4.4	4.46	4.69	4.41	4.34	32
Tom Mitchell	0	10.13	4.49	4.46	4.5	4.37	4.4	4.46	4.69	4.41	4.34	32
"Yang, Y."	0	9.52	4.21	4.07	4.19	3.93	4.24	4.04	4.13	3.84	4.14	32
Yang Yang	0	9.52	4.21	4.07	4.19	3.93	4.24	4.04	4.13	3.84	4.14	32
Marion Oliver	0	9.96	4.26	4.16	4.12	4.01	4.17	3.99	4.57	3.9	4.05	32
"Oliver, M."	0	9.96	4.26	4.16	4.12	4.01	4.17	3.99	4.57	3.9	4.05	32
Janel Miller	0	7.04	4.34	4.12	4.22	4.31	4.3	4.21	4.43	4.22	4.01	32
Jon Peha	0	10.66	4.07	3.8	3.84	3.65	4.11	3.9	4.08	3.87	3.84	32
"Peha, J."	0	10.66	4.07	3.8	3.84	3.65	4.11	3.9	4.08	3.87	3.84	32
"Baxtresser, J."	0	12.82	4.95	4.94	4.95	4.92	4.93	4.93	4.94	4.97	4.93	31
Jeanne Baxtresser	0	12.82	4.95	4.94	4.95	4.92	4.93	4.93	4.94	4.97	4.93	31
Nico Slate	0	7.08	4.93	4.82	4.8	4.73	4.87	4.84	4.96	4.89	4.76	31
Golan Levin	0	13.43	4.82	4.56	4.63	4.68	4.62	4.48	4.61	4.75	4.69	31
"Levin, G."	0	13.43	4.82	4.56	4.63	4.68	4.62	4.48	4.61	4.75	4.69	31
Chisato Ninomiya	0	10.52	4.74	4.66	4.62	4.61	4.53	4.63	4.7	4.66	4.49	31
"Ninomiya, C."	0	10.52	4.74	4.66	4.62	4.61	4.53	4.63	4.7	4.66	4.49	31
Richard Randall	0	6.23	4.59	4.55	4.51	4.28	4.56	4.54	4.76	4.58	4.49	31
"Randall, R."	0	6.23	4.59	4.55	4.51	4.28	4.56	4.54	4.76	4.58	4.49	31
Jeremy Ficca	0	17.52	4.52	4.3	4.35	4.41	4.43	4.52	4.61	4.57	4.4	31
"Ficca, J."	0	17.52	4.52	4.3	4.35	4.41	4.43	4.52	4.61	4.57	4.4	31
"Jacobson, A."	0	8.09	4.33	4.38	4.3	4.06	4.3	4.34	4.46	4.29	4.26	31
Annette Jacobson	0	8.09	4.33	4.38	4.3	4.06	4.3	4.34	4.46	4.29	4.26	31
Kathleen Carley	0	10.27	4.5	4.1	4.27	4.26	4.45	4.45	4.7	4.38	4.23	31
"Carley, K."	0	10.27	4.5	4.1	4.27	4.26	4.45	4.45	4.7	4.38	4.23	31
Ruth Comley	0	18.57	4.33	4.22	4.28	4.36	4.29	4.11	4.39	4.28	4.23	31
"Comley, R."	0	18.57	4.33	4.22	4.28	4.36	4.29	4.11	4.39	4.28	4.23	31
"Dannenberg, R."	0	6.54	4.44	4.28	4.29	4.12	4.36	4.15	4.58	4.2	4.22	31
Roger Dannenberg	0	6.54	4.44	4.28	4.29	4.12	4.36	4.15	4.58	4.2	4.22	31
Andrew Davidson	0	13.68	4.12	4.16	4.21	4	4	3.99	4.51	4.14	4.17	31
Thomas Keating	0	5.03	4.55	4.36	4.44	4.51	4.39	4.39	4.63	4.47	4.14	31
Christopher Bettinger	0	10.15	4.56	4.34	4.28	4.02	4.49	4.13	4.69	4.17	4.13	31
"Bettinger, C."	0	10.15	4.56	4.34	4.28	4.02	4.49	4.13	4.69	4.17	4.13	31
Peter Scupelli	0	12.56	4.31	3.86	3.95	4.04	4.18	3.89	4.58	3.89	3.88	31
"Scupelli, P."	0	12.56	4.31	3.86	3.95	4.04	4.18	3.89	4.58	3.89	3.88	31
Myrna Rosen	0	7.42	4.73	4.41	4.5	4.65	4.71	4.72	4.83	4.68	4.66	30
Naoko Taguchi	0	8.98	4.66	4.75	4.71	4.69	4.62	4.68	4.84	4.7	4.62	30
"Taguchi, N."	0	8.98	4.66	4.75	4.71	4.69	4.62	4.68	4.84	4.7	4.62	30
Gordon Rule	0	8.58	4.83	4.73	4.7	4.53	4.75	4.77	4.9	4.8	4.56	30
"Rule, G."	0	8.58	4.83	4.73	4.7	4.53	4.75	4.77	4.9	4.8	4.56	30
Jamie Smith	0	6.95	4.73	4.68	4.65	4.65	4.54	4.66	4.85	4.67	4.54	30
James Rozum	0	8.44	4.62	4.44	4.56	4.4	4.66	4.65	4.88	4.64	4.52	30
"Rozum, J."	0	8.44	4.62	4.44	4.56	4.4	4.66	4.65	4.88	4.64	4.52	30
Christian Hallstein	0	7.64	4.68	4.72	4.62	4.56	4.51	4.62	4.81	4.64	4.52	30
Du (John) Vu	0	10.34	4.58	4.53	4.56	4.49	4.58	4.55	4.64	4.53	4.51	30
"Vu, D."	0	10.34	4.58	4.53	4.56	4.49	4.58	4.55	4.64	4.53	4.51	30
Diane Shaw	0	7.82	4.55	4.57	4.51	4.36	4.44	4.53	4.61	4.57	4.49	30
"Shaw, D."	0	7.82	4.55	4.57	4.51	4.36	4.44	4.53	4.61	4.57	4.49	30
Anne Jackovic	0	3.67	4.65	4.61	4.62	4.53	4.35	4.58	4.79	4.43	4.29	30
Khee Poh Lam	0	11.38	4.45	4.24	4.32	4.2	4.48	4.29	4.55	4.28	4.24	30
"Lam, K."	0	11.38	4.45	4.24	4.32	4.2	4.48	4.29	4.55	4.28	4.24	30
Barbara Litt	0	7.12	4.53	4.55	4.53	4.4	4.4	4.52	4.74	4.3	4.22	30
"Litt, B."	0	7.12	4.53	4.55	4.53	4.4	4.4	4.52	4.74	4.3	4.22	30
Ralph Vituccio	0	16.45	4.33	4.09	4.14	4.21	4.3	4.21	4.37	4.21	4.22	30
"Vituccio, R."	0	16.45	4.33	4.09	4.14	4.21	4.3	4.21	4.37	4.21	4.22	30
Karyn Moore	0	10.37	4.44	4.38	4.44	4.19	4.41	4.38	4.57	4.35	4.18	30
Yiming Yang	0	9.57	4.17	4.02	4.15	3.88	4.21	4	4.09	3.78	4.11	30
Omer Akin	0	8.49	4.19	4.15	4.12	4.02	4.2	4.07	4.37	4.11	3.98	30
"Akin, O."	0	8.49	4.19	4.15	4.12	4.02	4.2	4.07	4.37	4.11	3.98	30
Bruce Hanington	0	8.93	4.19	4.18	4.16	3.9	4.16	4.14	4.51	4.07	3.98	30
"Hanington, B."	0	8.93	4.19	4.18	4.16	3.9	4.16	4.14	4.51	4.07	3.98	30
Tai-Sing Lee	0	9.32	4.27	3.79	3.8	3.89	4.33	3.93	4.49	3.8	3.94	30
Ole Mengshoel	0	12.2	4.08	4.17	3.95	3.77	4	3.87	4.65	3.78	3.8	30
"Mengshoel, O."	0	12.2	4.08	4.17	3.95	3.77	4	3.87	4.65	3.78	3.8	30
Kenya Dworkin	0	7.74	4.27	3.31	3.64	3.72	4.28	3.95	4.42	3.81	3.71	30
Lewis Strouse	0	4.6	3.93	3.97	3.98	3.82	4.03	3.75	4.18	3.72	3.68	30
"Strouse, L."	0	4.6	3.93	3.97	3.98	3.82	4.03	3.75	4.18	3.72	3.68	30
"Anderson, E."	0	13.27	3.76	3.41	3.5	3.57	3.65	3.6	3.95	3.47	3.61	30
Eric Anderson	0	13.27	3.76	3.41	3.5	3.57	3.65	3.6	3.95	3.47	3.61	30
"Weinberg, R."	0	8.84	3.93	3.68	3.7	3.57	3.81	3.52	4.28	3.56	3.58	30
Randy Weinberg	0	8.84	3.93	3.68	3.7	3.57	3.81	3.52	4.28	3.56	3.58	30
Nevine Abraham	0	7.83	4.81	4.63	4.66	4.6	4.69	4.7	4.87	4.73	4.69	29
Ludmila Hyman	0	9.43	4.79	4.61	4.66	4.71	4.71	4.68	4.83	4.73	4.65	29
Divakaran Liginlal	0	11.54	4.79	4.66	4.73	4.7	4.75	4.72	4.86	4.72	4.62	29
"Liginlal, D."	0	11.54	4.79	4.66	4.73	4.7	4.75	4.72	4.86	4.72	4.62	29
Jane Bernstein	0	9.5	4.59	4.09	4.3	4.45	4.53	4.51	4.47	4.5	4.55	29
"Bernstein, J."	0	9.5	4.59	4.09	4.3	4.45	4.53	4.51	4.47	4.5	4.55	29
Laurie Eisenberg	0	7.75	4.68	4.56	4.62	4.49	4.71	4.63	4.66	4.63	4.52	29
Kristina Straub	0	8.58	4.82	4.49	4.47	4.71	4.57	4.5	4.89	4.7	4.49	29
"Straub, K."	0	8.58	4.82	4.49	4.47	4.71	4.57	4.5	4.89	4.7	4.49	29
David Hounshell	0	9.59	4.6	4.45	4.43	4.4	4.55	4.56	4.77	4.57	4.48	29
"Rivas, M."	0	7.13	4.83	4.69	4.66	4.69	4.64	4.64	4.91	4.8	4.47	29
Megan Rivas	0	7.13	4.83	4.69	4.66	4.69	4.64	4.64	4.91	4.8	4.47	29
Giovanni Puppo	0	8.74	4.74	4.54	4.44	4.31	4.63	4.47	4.83	4.5	4.42	29
Scott Smith	0	12.24	4.48	4.09	4.24	4.33	4.29	4.34	4.41	4.26	4.42	29
"Smith, S."	0	12.24	4.48	4.09	4.24	4.33	4.29	4.34	4.41	4.26	4.42	29
Gordon Weinberg	0	6.42	4.55	4.66	4.64	4.33	4.51	4.66	4.68	4.57	4.4	29
Ljudevit Bauer	0	11.16	4.47	4.44	4.47	4.3	4.54	4.52	4.73	4.43	4.38	29
"Bauer, L."	0	11.16	4.47	4.44	4.47	4.3	4.54	4.52	4.73	4.43	4.38	29
David Garlan	0	12.71	4.34	4.29	4.32	4.22	4.4	4.43	4.55	4.39	4.37	29
"Garlan, D."	0	12.71	4.34	4.29	4.32	4.22	4.4	4.43	4.55	4.39	4.37	29
Roberta Klatzky	0	9.15	4.38	4.25	4.37	4.12	4.55	4.52	4.42	4.41	4.34	29
Thomas Mitchell	0	10.18	4.49	4.43	4.47	4.4	4.37	4.46	4.66	4.39	4.32	29
H Scott Matthews	0	11.53	4.44	4.33	4.36	4.2	4.45	4.35	4.54	4.45	4.31	29
"Matthews, H."	0	11.53	4.44	4.33	4.36	4.2	4.45	4.35	4.54	4.45	4.31	29
"Mitchell, A."	0	7.36	4.57	4.47	4.48	4.32	4.54	4.46	4.52	4.43	4.31	29
Aaron Mitchell	0	7.36	4.57	4.47	4.48	4.32	4.54	4.46	4.52	4.43	4.31	29
Kelvin Gregory	0	6.82	4.33	4.6	4.31	4.24	4.5	4.41	4.6	4.38	4.31	29
Christopher Warren	0	9.6	4.42	4.09	4.16	3.92	4.43	4.38	4.58	4.28	4.28	29
"Warren, C."	0	9.6	4.42	4.09	4.16	3.92	4.43	4.38	4.58	4.28	4.28	29
Andy Norman	0	8.18	4.53	4.13	4.29	3.86	4.49	4.37	4.59	4.37	4.17	29
"Cohen, W."	0	11.19	4.2	4.19	4.22	3.93	4.17	4.13	4.45	4.04	4.1	29
William Cohen	0	11.19	4.2	4.19	4.22	3.93	4.17	4.13	4.45	4.04	4.1	29
"Burgess, L."	0	8.3	4.39	3.67	3.81	3.96	4.4	4.18	4.39	4.15	4.07	29
Lowry Burgess	0	8.3	4.39	3.67	3.81	3.96	4.4	4.18	4.39	4.15	4.07	29
"Murphy, R."	0	7.92	4.24	4.04	4.05	3.81	4.16	4.19	4.42	4.11	3.97	29
Robert Murphy	0	7.92	4.24	4.04	4.05	3.81	4.16	4.19	4.42	4.11	3.97	29
Andrew Johnson	0	11.61	4.36	3.36	3.48	4.02	4.18	3.79	4.2	3.99	3.89	29
"Johnson, A."	0	11.61	4.36	3.36	3.48	4.02	4.18	3.79	4.2	3.99	3.89	29
Ramesh Krishnamurti	0	10.07	4.04	3.69	3.94	3.72	4.06	3.86	4.27	3.87	3.82	29
"Krishnamurti, R."	0	10.07	4.04	3.69	3.94	3.72	4.06	3.86	4.27	3.87	3.82	29
John Dawson	0	7.3	4.05	4.08	3.96	3.96	3.92	3.98	4.51	3.96	3.7	29
"Dawson, J."	0	7.3	4.05	4.08	3.96	3.96	3.92	3.98	4.51	3.96	3.7	29
Juan Schaffer	0	8.19	3.62	2.94	3.16	3.58	3.55	3.23	3.71	3.17	3.3	29
"Schaffer, J."	0	8.19	3.62	2.94	3.16	3.58	3.55	3.23	3.71	3.17	3.3	29
"Sargsyan, V."	0	5.18	4.89	4.76	4.78	4.87	4.83	4.8	4.93	4.87	4.87	28
Vahan Sargsyan	0	5.18	4.89	4.76	4.78	4.87	4.83	4.8	4.93	4.87	4.87	28
John Oddo	0	8.84	4.73	4.71	4.66	4.64	4.64	4.71	4.76	4.67	4.6	28
Gary Kline	0	4.45	4.64	4.52	4.56	4.49	4.7	4.63	4.45	4.41	4.58	28
"Kline, G."	0	4.45	4.64	4.52	4.56	4.49	4.7	4.63	4.45	4.41	4.58	28
"Gupta, A."	0	10.84	4.7	4.59	4.58	4.42	4.66	4.63	4.7	4.65	4.52	28
Anupam Gupta	0	10.84	4.7	4.59	4.58	4.42	4.66	4.63	4.7	4.65	4.52	28
Geoffrey Hitch	0	5.44	4.66	4.62	4.59	4.71	4.44	4.56	4.18	4.49	4.51	28
Phil Campbell	0	8.27	4.55	4.56	4.6	4.14	4.7	4.57	4.68	4.55	4.5	28
"Campbell, P."	0	8.27	4.55	4.56	4.6	4.14	4.7	4.57	4.68	4.55	4.5	28
M Durand	0	8.77	4.68	4.53	4.55	4.56	4.61	4.54	4.74	4.56	4.49	28
"Johnston, S."	0	4.56	4.44	4.42	4.49	4.49	4.49	4.49	4.49	4.49	4.49	28
Sharon Johnston	0	4.56	4.44	4.42	4.49	4.49	4.49	4.49	4.49	4.49	4.49	28
Howard Seltman	0	8.06	4.77	4.56	4.55	4.52	4.62	4.47	4.83	4.46	4.43	28
"Seltman, H."	0	8.06	4.77	4.56	4.55	4.52	4.62	4.47	4.83	4.46	4.43	28
"Schneider, J."	0	7.77	4.4	4.39	4.44	4.18	4.51	4.38	4.56	4.43	4.4	28
Jeffrey Schneider	0	7.77	4.4	4.39	4.44	4.18	4.51	4.38	4.56	4.43	4.4	28
Lee Branstetter	0	8.17	4.41	4.41	4.41	4.08	4.58	4.53	4.44	4.43	4.39	28
"Branstetter, L."	0	8.17	4.41	4.41	4.41	4.08	4.58	4.53	4.44	4.43	4.39	28
Sham Kekre	0	6.63	4.54	4.42	4.44	4.32	4.49	4.53	4.65	4.44	4.35	28
"Dessler, J."	0	21.15	4.58	4.34	4.41	4.45	4.45	4.34	4.64	4.44	4.35	28
John Dessler	0	21.15	4.58	4.34	4.41	4.45	4.45	4.34	4.64	4.44	4.35	28
Florian Metze	0	10.21	4.45	4.43	4.43	4.41	4.44	4.29	4.69	4.27	4.34	28
