Instructor	Course	Hours per week	Interest in student learning	Explain course requirements	Clear learning goals	Instructor provided feedback to students	Importance of subject	Explains subject matter	Show respect for students	Overall teaching	Overall course	Number of times taught
"Mcmanus, C."	03-250	7.84	3.89	3.68	3.79	3.58	3.68	3.74	4.11	3.79	3.53	1
Charles Mcmanus	03-250	7.84	3.89	3.68	3.79	3.58	3.68	3.74	4.11	3.79	3.53	1
Russell Schwartz	03-251	5.62	3.83	4.08	4.04	3.17	3.92	3.88	4.25	3.33	3	4
"Schwartz, R."	03-251	5.62	3.83	4.08	4.04	3.17	3.92	3.88	4.25	3.33	3	4
"Mcmanus, C."	03-251	3.5	4.5	4.5	5	3.5	5	5	5	4.5	3.5	1
Charles Mcmanus	03-251	3.5	4.5	4.5	5	3.5	5	5	5	4.5	3.5	1
"Murphy, R."	03-252	6.27	3.67	3.78	3.77	3.4	3.47	4.04	4.01	3.37	3.48	3
Robert Murphy	03-252	6.27	3.67	3.78	3.77	3.4	3.47	4.04	4.01	3.37	3.48	3
"Brasier, D."	03-260	7.15	4.89	4.83	4.76	4.72	4.85	4.83	4.93	4.87	4.85	4
Daniel Brasier	03-260	7.15	4.89	4.83	4.76	4.72	4.85	4.83	4.93	4.87	4.85	4
"Campanaro, B."	03-270	24.89	4.67	4.56	4.67	4.56	4.67	4.67	4.56	4.67	4.22	1
Becki Campanaro	03-270	24.89	4.67	4.56	4.67	4.56	4.67	4.67	4.56	4.67	4.22	1
Gordon Rule	03-270	23.2	4.6	4	3.75	4.2	4.6	4.6	5	4.6	3.8	1
"Rule, G."	03-270	23.2	4.6	4	3.75	4.2	4.6	4.6	5	4.6	3.8	1
"Lopez, A."	03-270	14.5	3	3	3	3	3	3	3	3	3	1
Antonio-Javier Lopez	03-270	14.5	3	3	3	3	3	3	3	3	3	1
"Campanaro, B."	03-301	2	4.75	4.88	4.88	4.75	4.75	4.75	4.62	4.75	4.62	2
Becki Campanaro	03-301	2	4.75	4.88	4.88	4.75	4.75	4.75	4.62	4.75	4.62	2
Mary Braun	03-301	2	4.75	4.75	4.75	4.44	4.56	4.69	4.69	4.69	4.5	2
"Braun, M."	03-301	2	4.75	4.75	4.75	4.44	4.56	4.69	4.69	4.69	4.5	2
"Subramanian, S."	03-301	2	4.63	4.75	4.63	4.5	4.63	4.63	4.63	4.63	4.5	1
Shoba Subramanian	03-301	2	4.63	4.75	4.63	4.5	4.63	4.63	4.63	4.63	4.5	1
"Murphy, R."	03-310	7.42	4.34	4.12	4.07	3.93	4.33	4.15	4.6	4.08	4.13	2
Robert Murphy	03-310	7.42	4.34	4.12	4.07	3.93	4.33	4.15	4.6	4.08	4.13	2
Russell Schwartz	03-310	7.26	3.97	4.09	4.11	3.79	4.2	3.93	4.4	3.88	3.84	2
"Schwartz, R."	03-310	7.26	3.97	4.09	4.11	3.79	4.2	3.93	4.4	3.88	3.84	2
Russell Schwartz	03-311	7.75	3.92	4.17	4.42	3.42	4.58	4.67	5	4.17	4	2
"Schwartz, R."	03-311	7.75	3.92	4.17	4.42	3.42	4.58	4.67	5	4.17	4	2
"Murphy, R."	03-312	6.08	3.97	4	4.03	3.7	4.28	3.97	4.42	3.89	3.55	2
Robert Murphy	03-312	6.08	3.97	4	4.03	3.7	4.28	3.97	4.42	3.89	3.55	2
Eric Ahrens	03-315	6.25	3.08	3.25	3.33	2.33	3.92	3.5	3.5	3.25	3.33	2
"Ahrens, E."	03-315	6.25	3.08	3.25	3.33	2.33	3.92	3.5	3.5	3.25	3.33	2
Manojkumar Puthenveedu	03-320	8.93	4.55	4.42	4.45	4.03	4.39	4.45	4.71	4.33	4.29	1
"Puthenveedu, M."	03-320	8.93	4.55	4.42	4.45	4.03	4.39	4.45	4.71	4.33	4.29	1
Veronica Hinman	03-325	5.92	3.92	3.85	3.92	3.77	4	3.77	4.46	3.69	3.54	1
Veronica Hinman	03-326	6.2	5	4.58	4.58	4.73	5	4.78	4.85	4.78	4.85	3
M Durand	03-327	7.32	4.31	4.16	4.28	4.25	4.39	4.2	4.62	4.22	4.34	4
"Lopez, A."	03-330	8.68	3.95	3.87	3.84	3.59	3.96	3.63	4.36	3.6	3.61	13
Antonio-Javier Lopez	03-330	8.68	3.95	3.87	3.84	3.59	3.96	3.63	4.36	3.6	3.61	13
"Mitchell, A."	03-330	8.58	4.25	4.11	4.1	3.9	4.13	4.02	4.35	4.02	3.72	11
Aaron Mitchell	03-330	8.58	4.25	4.11	4.1	3.9	4.13	4.02	4.35	4.02	3.72	11
"Finkel, J."	03-330	12.07	5	4.87	4.77	4.6	4.92	4.68	4.93	4.6	4.52	3
Jonathan Finkel	03-330	12.07	5	4.87	4.77	4.6	4.92	4.68	4.93	4.6	4.52	3
Ihab Younis	03-330	9.43	4.67	4.73	4.75	4.6	4.67	4.63	4.9	4.67	4.56	2
"Younis, I."	03-330	9.43	4.67	4.73	4.75	4.6	4.67	4.63	4.9	4.67	4.56	2
"Mcmanus, C."	03-330	8.07	4.58	4.29	4.21	4.1	4.31	4.25	4.63	4.25	3.96	2
Charles Mcmanus	03-330	8.07	4.58	4.29	4.21	4.1	4.31	4.25	4.63	4.25	3.96	2
Gordon Rule	03-330	10.38	4.25	4.13	3.88	4	4	4	4.63	4.5	2.25	1
"Rule, G."	03-330	10.38	4.25	4.13	3.88	4	4	4	4.63	4.5	2.25	1
"Ilyin, V."	03-330	10.67	4	3.22	3.33	3.44	3.33	2.44	4.22	3	2	1
Valentin Ilyin	03-330	10.67	4	3.22	3.33	3.44	3.33	2.44	4.22	3	2	1
"Doonan, C."	03-343	15.99	4.71	4.48	4.58	4.41	4.53	4.6	4.6	4.53	4.3	11
Carrie Doonan	03-343	15.99	4.71	4.48	4.58	4.41	4.53	4.6	4.6	4.53	4.3	11
"Drill, E."	03-343	16.4	4.53	4.37	4.4	4.37	4.46	4.48	4.63	4.45	4.22	7
Emily Drill	03-343	16.4	4.53	4.37	4.4	4.37	4.46	4.48	4.63	4.45	4.22	7
"Vincent, A."	03-343	22.17	4.71	4.54	4.64	4.14	4.58	4.71	4.71	4.74	4.45	4
Annette Vincent	03-343	22.17	4.71	4.54	4.64	4.14	4.58	4.71	4.71	4.74	4.45	4
"Diprimio, N."	03-343	13.39	4.71	4.35	4.39	4.39	4.66	4.52	4.67	4.52	4.52	3
Nina Diprimio	03-343	13.39	4.71	4.35	4.39	4.39	4.66	4.52	4.67	4.52	4.52	3
"Visomirski-Robic, L."	03-343	13.4	4.8	4	4	4.2	3.8	4.2	4.6	4.4	4.4	1
Linda Visomirski-Robic	03-343	13.4	4.8	4	4	4.2	3.8	4.2	4.6	4.4	4.4	1
"Doonan, C."	03-344	15.7	4.86	4.47	4.6	4.57	4.69	4.62	4.72	4.64	4.51	7
Carrie Doonan	03-344	15.7	4.86	4.47	4.6	4.57	4.69	4.62	4.72	4.64	4.51	7
"Vincent, A."	03-344	16.34	4.93	4.63	4.68	4.65	4.72	4.89	4.58	4.76	4.55	4
Annette Vincent	03-344	16.34	4.93	4.63	4.68	4.65	4.72	4.89	4.58	4.76	4.55	4
Ihab Younis	03-344	14.11	4.78	4.33	4.56	4.89	4.67	4.56	4.89	4.44	4.67	1
"Younis, I."	03-344	14.11	4.78	4.33	4.56	4.89	4.67	4.56	4.89	4.44	4.67	1
"Drill, E."	03-344	16.55	4.7	4.7	4.75	4.75	4.75	4.8	4.75	4.65	4.55	1
Emily Drill	03-344	16.55	4.7	4.7	4.75	4.75	4.75	4.8	4.75	4.65	4.55	1
"Drill, E."	03-345	18.59	4.83	4.33	4.33	4.5	4.67	4.75	4.83	4.75	4.17	2
Emily Drill	03-345	18.59	4.83	4.33	4.33	4.5	4.67	4.75	4.83	4.75	4.17	2
"Diprimio, N."	03-345	12.88	4.63	4.75	4.75	4.5	4.75	4.75	5	4.75	4.75	1
Nina Diprimio	03-345	12.88	4.63	4.75	4.75	4.5	4.75	4.75	5	4.75	4.75	1
"Drill, E."	03-346	16.1	4.9	4.2	4.7	4.3	4.4	4.4	5	4.5	4.44	1
Emily Drill	03-346	16.1	4.9	4.2	4.7	4.3	4.4	4.4	5	4.5	4.44	1
"Ettensohn, C."	03-350	7.38	4.36	4.38	4.42	4.26	4.51	4.6	4.6	4.51	4.47	4
Charles Ettensohn	03-350	7.38	4.36	4.38	4.42	4.26	4.51	4.6	4.6	4.51	4.47	4
Brooke Mccartney	03-350	8.06	4.18	4.26	4.36	3.76	4.45	4.62	4.51	4.34	4.29	3
"Mccartney, B."	03-350	8.06	4.18	4.26	4.36	3.76	4.45	4.62	4.51	4.34	4.29	3
Mohamed Bouaouina	03-350	8.54	4.82	4.82	4.82	4.64	4.75	4.75	4.86	4.75	4.79	2
"Vincent, A."	03-355	9.5	5	5	5	5	5	5	5	5	5	1
Annette Vincent	03-355	9.5	5	5	5	5	5	5	5	5	5	1
Aryn Gittis	03-362	7.17	4.3	4.17	4.06	3.64	4.22	4.05	4.36	3.97	3.93	3
"Gittis, A."	03-362	7.17	4.3	4.17	4.06	3.64	4.22	4.05	4.36	3.97	3.93	3
Alison Barth	03-362	7.13	4.35	3.48	3.72	3.55	4.24	3.68	4.16	3.65	3.51	3
"Barth, A."	03-362	7.13	4.35	3.48	3.72	3.55	4.24	3.68	4.16	3.65	3.51	3
"Hovis, K."	03-362	9.94	4.44	4.56	4.5	4.06	4.56	4.25	4.81	3.94	4	1
Ken Hovis	03-362	9.94	4.44	4.56	4.5	4.06	4.56	4.25	4.81	3.94	4	1
Nathaniel Urban	03-362	5.95	3.68	3.74	3.84	2.79	4.26	3.84	4.58	3.63	3.63	1
"Hovis, K."	03-363	9.93	4.72	4.64	4.63	4.33	4.55	4.75	4.77	4.66	4.58	4
Ken Hovis	03-363	9.93	4.72	4.64	4.63	4.33	4.55	4.75	4.77	4.66	4.58	4
"Brasier, D."	03-363	6.94	4.85	4.73	4.68	4.63	4.69	4.7	4.9	4.67	4.62	3
Daniel Brasier	03-363	6.94	4.85	4.73	4.68	4.63	4.69	4.7	4.9	4.67	4.62	3
Shanna Bowman	03-363	7.42	4.94	4.86	4.81	4.86	4.86	4.83	4.89	4.78	4.72	1
Justin Crowley	03-363	6.09	4.36	4.18	4.55	4.18	4.55	4.36	4.82	4.27	4.55	1
Nathaniel Urban	03-363	6.57	3.95	3.9	3.95	3.33	4.14	3.67	4.38	3.62	3.71	1
"Brasier, D."	03-365	6.67	4.72	4.22	4.22	4.44	4.61	4.44	4.89	4.5	3.89	1
Daniel Brasier	03-365	6.67	4.72	4.22	4.22	4.44	4.61	4.44	4.89	4.5	3.89	1
Sandra Kuhlman	03-365	6.76	4.33	3.56	3.56	3.61	4.11	3.83	4.39	3.56	3.61	1
"Kuhlman, S."	03-365	6.76	4.33	3.56	3.56	3.61	4.11	3.83	4.39	3.56	3.61	1
"Brasier, D."	03-366	7.4	5	4.8	4.6	4.8	4.7	4.8	5	4.8	4.5	1
Daniel Brasier	03-366	7.4	5	4.8	4.6	4.8	4.7	4.8	5	4.8	4.5	1
"Bruchez, M."	03-370	3.75	4.33	3.75	3.75	4.08	4.25	3.58	4.75	3.75	3.58	2
Marcel Bruchez	03-370	3.75	4.33	3.75	3.75	4.08	4.25	3.58	4.75	3.75	3.58	2
"Waggoner, A."	03-370	3.5	3.5	3.5	3.5	4	4.5	4.5	5	3.5	3.5	1
James Williams	03-380	6.92	4.49	4.07	3.9	4.18	4.27	3.97	4.74	4.02	3.97	3
"Williams, J."	03-380	6.92	4.49	4.07	3.9	4.18	4.27	3.97	4.74	4.02	3.97	3
Ihab Younis	03-380	9.67	5	5	5	5	5	5	5	5	5	1
"Younis, I."	03-380	9.67	5	5	5	5	5	5	5	5	5	1
Gordon Rule	03-390	7.57	4.87	4.84	4.82	4.54	4.86	4.85	4.92	4.86	4.77	10
"Rule, G."	03-390	7.57	4.87	4.84	4.82	4.54	4.86	4.85	4.92	4.86	4.77	10
"Dantonio, J."	03-390	6.91	4.83	4.5	4.67	4.42	4.83	4.58	4.83	4.42	4.75	1
Jason Dantonio	03-390	6.91	4.83	4.5	4.67	4.42	4.83	4.58	4.83	4.42	4.75	1
"Mitchell, A."	03-391	6.39	4.84	4.66	4.61	4.7	4.73	4.7	4.8	4.68	4.54	5
Aaron Mitchell	03-391	6.39	4.84	4.66	4.61	4.7	4.73	4.7	4.8	4.68	4.54	5
Alex Evilevitch	03-391	5.92	4.49	4.14	4.15	3.81	4.49	4.3	4.69	4.21	4.19	4
"Evilevitch, A."	03-391	5.92	4.49	4.14	4.15	3.81	4.49	4.3	4.69	4.21	4.19	4
"Hiller, N."	03-391	6.8	4.8	4.76	4.73	4.7	4.83	4.68	4.9	4.76	4.68	3
Natalia Hiller	03-391	6.8	4.8	4.76	4.73	4.7	4.83	4.68	4.9	4.76	4.68	3
Jimmy Williams	03-391	4.83	3.9	3.43	3.57	3.02	3.98	3.58	4.48	3.43	3.56	3
Jeffrey Williams	03-391	4.83	3.9	3.43	3.57	3.02	3.98	3.58	4.48	3.43	3.56	3
James Williams	03-391	4.83	3.9	3.43	3.57	3.02	3.98	3.58	4.48	3.43	3.56	3
"Williams, J."	03-391	4.83	3.9	3.43	3.57	3.02	3.98	3.58	4.48	3.43	3.56	3
Michael Domach	03-391	4.33	4.22	2.78	3	3.89	3.89	3.56	4.56	3.33	3	1
"Domach, M."	03-391	4.33	4.22	2.78	3	3.89	3.89	3.56	4.56	3.33	3	1
"Visomirski-Robic, L."	03-392	10.9	4.63	4.67	4.33	4.58	4.28	4.5	4.77	4.53	4.23	4
Linda Visomirski-Robic	03-392	10.9	4.63	4.67	4.33	4.58	4.28	4.5	4.77	4.53	4.23	4
Christopher Borysenko	03-392	3.5	3	3	3.5	3	3	3	4.5	3	3	1
Mary Braun	03-401	2	4.58	4.58	4.58	4.58	4.58	4.58	4.58	4.58	4.58	2
"Braun, M."	03-401	2	4.58	4.58	4.58	4.58	4.58	4.58	4.58	4.58	4.58	2
"Campanaro, B."	03-401	2	3.83	3.83	3.83	3.83	3.83	3.83	3.83	3.83	3.83	2
Becki Campanaro	03-401	2	3.83	3.83	3.83	3.83	3.83	3.83	3.83	3.83	3.83	2
"Subramanian, S."	03-401	2	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	1
Shoba Subramanian	03-401	2	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	1
"Vincent, A."	03-409	8.38	4.88	4.88	4.88	4.88	4.75	4.88	4.88	4.88	4.88	1
Annette Vincent	03-409	8.38	4.88	4.88	4.88	4.88	4.75	4.88	4.88	4.88	4.88	1
Mohamed Bouaouina	03-409	9.29	4	4	4	3	3.57	3.57	4.43	3.43	3.29	1
April Conkey	03-410	6.54	4.33	4.25	4.28	3.99	4.3	4.3	4.52	3.96	4.13	4
"Mitchell, A."	03-410	5.03	4.94	4.79	4.79	4.48	4.92	4.77	4.86	4.81	4.86	3
Aaron Mitchell	03-410	5.03	4.94	4.79	4.79	4.48	4.92	4.77	4.86	4.81	4.86	3
Sandra Kuhlman	03-410	5.88	5	4.7	4.7	4.8	4.8	4.6	5	4.8	4.7	2
"Kuhlman, S."	03-410	5.88	5	4.7	4.7	4.8	4.8	4.6	5	4.8	4.7	2
"Brasier, D."	03-410	6.46	4.86	4.52	4.56	4.68	4.68	4.64	4.98	4.73	4.46	2
Daniel Brasier	03-410	6.46	4.86	4.52	4.56	4.68	4.68	4.64	4.98	4.73	4.46	2
"Dantonio, J."	03-410	6.29	5	4.86	5	5	5	5	5	5	5	1
Jason Dantonio	03-410	6.29	5	4.86	5	5	5	5	5	5	5	1
John Woolford	03-410	5.6	5	4.8	4.8	4.6	5	5	5	5	5	1
"Woolford, J."	03-410	5.6	5	4.8	4.8	4.6	5	5	5	5	5	1
Peter Berget	03-410	5	4	5	3	5	4	5	4	4	5	1
Gordon Rule	03-410	5.5	4.88	4.75	4.75	4.75	4.75	4.88	4.88	4.88	4.88	1
"Rule, G."	03-410	5.5	4.88	4.75	4.75	4.75	4.75	4.88	4.88	4.88	4.88	1
Mohamed Bouaouina	03-412	2	5	5	5	5	5	5	5	5	5	1
"Dantonio, J."	03-435	7.8	4.63	4.69	4.56	4.5	4.88	4.69	4.44	4.63	4.75	1
Jason Dantonio	03-435	7.8	4.63	4.69	4.56	4.5	4.88	4.69	4.44	4.63	4.75	1
P. Loesche	03-439	8	4.17	3.33	3.67	3.83	4.67	4	4	4	4.17	3
"Loesche, P."	03-439	8	4.17	3.33	3.67	3.83	4.67	4	4	4	4.17	3
John Nagle	03-439	6.5	4.75	3.25	4.5	4.5	4.5	4.5	4.75	4.5	4.5	1
John Woolford	03-442	7.01	4.83	4.39	4.47	4.49	4.75	4.64	4.74	4.68	4.54	6
"Woolford, J."	03-442	7.01	4.83	4.39	4.47	4.49	4.75	4.64	4.74	4.68	4.54	6
"Finkel, J."	03-442	10.82	4.78	4.55	4.47	4.45	4.58	4.6	5	4.35	4.42	2
Jonathan Finkel	03-442	10.82	4.78	4.55	4.47	4.45	4.58	4.6	5	4.35	4.42	2
Ihab Younis	03-442	8	5	5	5	5	5	5	5	5	5	1
"Younis, I."	03-442	8	5	5	5	5	5	5	5	5	5	1
Karen Thickman	03-442	9.5	3.71	3.43	3.86	3.43	3.57	3.43	4.43	3.29	3	1
"Thickman, K."	03-442	9.5	3.71	3.43	3.86	3.43	3.57	3.43	4.43	3.29	3	1
"Finkel, J."	03-445	8.67	5	5	5	5	5	5	5	5	5	3
Jonathan Finkel	03-445	8.67	5	5	5	5	5	5	5	5	5	3
"Hovis, K."	03-445	4.25	5	5	5	4.75	5	5	5	5	4.88	2
Ken Hovis	03-445	4.25	5	5	5	4.75	5	5	5	5	4.88	2
"Ilyin, V."	03-445	2	5	5	5	5	5	5	5	5	5	1
Valentin Ilyin	03-445	2	5	5	5	5	5	5	5	5	5	1
"Ettensohn, C."	03-451	9.5	5	4.5	5	4.5	5	5	5	5	5	1
Charles Ettensohn	03-451	9.5	5	4.5	5	4.5	5	5	5	5	5	1
Brooke Mccartney	03-451	9.5	5	5	5	4	5	5	5	5	5	1
"Mccartney, B."	03-451	9.5	5	5	5	4	5	5	5	5	5	1
M Durand	03-511	9.35	4.85	4.73	4.63	4.78	4.9	4.8	4.85	4.8	4.68	5
Russell Schwartz	03-512	8	4	5	5	5	5	5	5	5	5	1
"Schwartz, R."	03-512	8	4	5	5	5	5	5	5	5	5	1
"Lanni, F."	03-534	7.86	4.91	4.69	4.71	4.71	4.77	4.74	4.94	4.7	4.79	8
Frederick Lanni	03-534	7.86	4.91	4.69	4.71	4.71	4.77	4.74	4.94	4.7	4.79	8
"Waggoner, A."	03-534	6.5	5	5	5	5	5	4.5	5	4.5	5	1
Joe Suhan	03-620	6.67	4.67	4.67	4.67	4.33	4.67	5	5	5	5	3
"Subramanian, S."	03-709	11.71	4.43	4.31	4.22	4.25	4.16	4.07	4.39	4.06	3.88	4
Shoba Subramanian	03-709	11.71	4.43	4.31	4.22	4.25	4.16	4.07	4.39	4.06	3.88	4
M Durand	03-711	8.96	4.89	4.65	4.65	4.59	4.62	4.72	4.84	4.74	4.62	7
Russell Schwartz	03-712	11.95	4.36	4.48	4.36	4.08	4.47	4.28	4.64	4.29	4.4	7
"Schwartz, R."	03-712	11.95	4.36	4.48	4.36	4.08	4.47	4.28	4.64	4.29	4.4	7
"Mcmanus, C."	03-713	9.13	4.75	4.63	4.63	4.88	4.38	4.25	5	4.75	4.38	1
Charles Mcmanus	03-713	9.13	4.75	4.63	4.63	4.88	4.38	4.25	5	4.75	4.38	1
Veronica Hinman	03-725	5	4.3	4.2	4.3	3.7	4.5	4.6	4.7	4.1	4.2	1
Veronica Hinman	03-726	7.03	4.71	4.5	4.26	4.39	4.47	4.36	4.82	4.5	4.18	5
M Durand	03-727	8.92	4.34	3.96	4.08	4.08	4.17	3.96	4.42	4.07	4.12	4
John Woolford	03-730	6.6	4.86	4.59	4.59	4.58	4.7	4.63	4.93	4.72	4.58	6
"Woolford, J."	03-730	6.6	4.86	4.59	4.59	4.58	4.7	4.63	4.93	4.72	4.58	6
"Mitchell, A."	03-730	6.59	4.56	4.6	4.68	4.44	4.71	4.65	4.24	4.48	4.56	6
Aaron Mitchell	03-730	6.59	4.56	4.6	4.68	4.44	4.71	4.65	4.24	4.48	4.56	6
"Mcmanus, C."	03-730	6.91	4.47	4.4	4.47	4.08	4.53	4.47	4.65	4.2	4.3	3
Charles Mcmanus	03-730	6.91	4.47	4.4	4.47	4.08	4.53	4.47	4.65	4.2	4.3	3
"Hackney, D."	03-740	8.68	4.39	3.45	3.92	3.77	4.44	4.1	4.85	4.08	4	5
David Hackney	03-740	8.68	4.39	3.45	3.92	3.77	4.44	4.1	4.85	4.08	4	5
"Lee, C."	03-741	9.36	4.55	4.35	4.33	4.18	4.39	4.44	4.45	4.31	4.33	6
Phil Campbell	03-741	9.23	4.31	4.27	4.42	3.68	4.57	4.35	4.41	4.25	4.3	6
"Campbell, P."	03-741	9.23	4.31	4.27	4.42	3.68	4.57	4.35	4.41	4.25	4.3	6
Manojkumar Puthenveedu	03-741	9.26	4.67	4.49	4.45	4.16	4.54	4.66	4.47	4.5	4.52	5
"Puthenveedu, M."	03-741	9.26	4.67	4.49	4.45	4.16	4.54	4.66	4.47	4.5	4.52	5
"Linstedt, A."	03-741	9.21	4.67	4.32	4.48	4.22	4.62	4.64	4.56	4.56	4.39	5
Adam Linstedt	03-741	9.21	4.67	4.32	4.48	4.22	4.62	4.64	4.56	4.56	4.39	5
Ge Yang	03-741	9.15	4.2	3.95	4.13	3.65	4.44	4.38	4.29	4.35	4.45	2
"Yang, G."	03-741	9.15	4.2	3.95	4.13	3.65	4.44	4.38	4.29	4.35	4.45	2
Philip Leduc	03-741	8.94	4.38	3.81	4.06	4.14	4.38	4.31	4.31	4.38	4.44	2
"Leduc, P."	03-741	8.94	4.38	3.81	4.06	4.14	4.38	4.31	4.31	4.38	4.44	2
Jonathan Minden	03-741	8.38	5	4.88	4.88	4.88	4.75	4.88	5	4.75	4.75	1
"Minden, J."	03-741	8.38	5	4.88	4.88	4.88	4.75	4.88	5	4.75	4.75	1
Brooke Mccartney	03-741	9	4.25	4	4.5	4	4	4.25	4.75	4.25	4.25	1
"Mccartney, B."	03-741	9	4.25	4	4.5	4	4	4.25	4.75	4.25	4.25	1
John Woolford	03-742	9.61	4.97	4.72	4.8	4.76	4.94	4.84	4.95	4.93	4.8	7
"Woolford, J."	03-742	9.61	4.97	4.72	4.8	4.76	4.94	4.84	4.95	4.93	4.8	7
Karen Thickman	03-742	8.64	3.64	3.14	2.57	2.79	3.21	2.64	4	2.79	2.86	1
"Thickman, K."	03-742	8.64	3.64	3.14	2.57	2.79	3.21	2.64	4	2.79	2.86	1
"Hackney, D."	03-745	12.19	3.49	3.35	3.2	3.23	3.64	2.97	4.19	3.11	3.08	5
David Hackney	03-745	12.19	3.49	3.35	3.2	3.23	3.64	2.97	4.19	3.11	3.08	5
Jonathan Minden	03-745	6.8	4.7	4.4	4.6	4.11	4.7	4.6	4.6	4.5	4.4	1
"Minden, J."	03-745	6.8	4.7	4.4	4.6	4.11	4.7	4.6	4.6	4.5	4.4	1
"Bruchez, M."	03-745	13.44	3.56	3.78	4	3.33	4.33	4	4.22	3.67	3.33	1
Marcel Bruchez	03-745	13.44	3.56	3.78	4	3.33	4.33	4	4.22	3.67	3.33	1
"Linstedt, A."	03-746	8.43	4.65	4.67	4.71	4.59	4.7	4.72	4.58	4.59	4.53	5
Adam Linstedt	03-746	8.43	4.65	4.67	4.71	4.59	4.7	4.72	4.58	4.59	4.53	5
"Ettensohn, C."	03-746	7.68	4.48	4.47	4.52	4.06	4.63	4.61	4.73	4.54	4.4	5
Charles Ettensohn	03-746	7.68	4.48	4.47	4.52	4.06	4.63	4.61	4.73	4.54	4.4	5
"Lee, C."	03-746	8.02	4.47	4.15	4.23	4.16	4.36	4.32	4.71	4.14	4.2	5
Jonathan Minden	03-746	6.88	4.38	4.25	4.13	3.75	4.38	4	4.5	4.13	4.38	1
"Minden, J."	03-746	6.88	4.38	4.25	4.13	3.75	4.38	4	4.5	4.13	4.38	1
Alison Barth	03-747	6.58	4.86	4.46	4.63	4.62	4.84	4.64	4.61	4.72	4.51	4
"Barth, A."	03-747	6.58	4.86	4.46	4.63	4.62	4.84	4.64	4.61	4.72	4.51	4
Brooke Mccartney	03-751	8.66	4.69	4.55	4.6	4.29	4.8	4.68	4.7	4.83	4.69	5
"Mccartney, B."	03-751	8.66	4.69	4.55	4.6	4.29	4.8	4.68	4.7	4.83	4.69	5
"Ettensohn, C."	03-751	8.38	4.5	4.47	4.62	4.16	4.67	4.5	4.63	4.52	4.49	5
Charles Ettensohn	03-751	8.38	4.5	4.47	4.62	4.16	4.67	4.5	4.63	4.52	4.49	5
"Mitchell, A."	03-756	5.67	4.78	4.78	4.78	4.33	4.78	4.78	4.89	4.78	4.78	1
Aaron Mitchell	03-756	5.67	4.78	4.78	4.78	4.33	4.78	4.78	4.89	4.78	4.78	1
Nathaniel Urban	03-762	5.36	4.52	4.26	4.33	3.59	4.62	4.58	4.83	4.39	4.37	4
Aryn Gittis	03-762	6.35	4.46	4.47	4.4	4.25	4.56	4.19	4.63	4.19	4.25	2
"Gittis, A."	03-762	6.35	4.46	4.47	4.4	4.25	4.56	4.19	4.63	4.19	4.25	2
"Cheetham, C."	03-762	5.76	4.54	4.59	4.51	4.42	4.46	4.24	4.88	4.44	4.22	2
Claire Cheetham	03-762	5.76	4.54	4.59	4.51	4.42	4.46	4.24	4.88	4.44	4.22	2
Alison Barth	03-762	6.38	3.96	3.58	3.58	3.38	4.33	3.42	3.54	3.46	3.46	2
"Barth, A."	03-762	6.38	3.96	3.58	3.58	3.38	4.33	3.42	3.54	3.46	3.46	2
Sandra Kuhlman	03-763	6.69	4.74	4.28	4.34	4.01	4.59	4.6	4.87	4.63	4.46	3
"Kuhlman, S."	03-763	6.69	4.74	4.28	4.34	4.01	4.59	4.6	4.87	4.63	4.46	3
Justin Crowley	03-763	6.44	4.72	4.7	4.78	4.11	4.67	4.62	5	4.67	4.47	2
Nathaniel Urban	03-763	6.5	5	5	5	4.9	4.9	5	5	5	4.8	1
Aryn Gittis	03-763	5.9	4.7	4.5	4.4	4.9	4.5	4.2	5	4.6	4.8	1
"Gittis, A."	03-763	5.9	4.7	4.5	4.4	4.9	4.5	4.2	5	4.6	4.8	1
"Hovis, K."	03-763	5.25	4.62	4.46	4.38	4.31	4.54	4.46	4.62	4.46	4.31	1
Ken Hovis	03-763	5.25	4.62	4.46	4.38	4.31	4.54	4.46	4.62	4.46	4.31	1
Alison Barth	03-763	5.3	4.27	4.09	4.18	4	4.09	4	4.18	4.09	4.18	1
"Barth, A."	03-763	5.3	4.27	4.09	4.18	4	4.09	4	4.18	4.09	4.18	1
"Brasier, D."	03-765	5.75	4.5	4.25	4.5	4.25	4.5	4.25	4.5	4.5	4.5	1
Daniel Brasier	03-765	5.75	4.5	4.25	4.5	4.25	4.5	4.25	4.5	4.5	4.5	1
Sandra Kuhlman	03-765	5.75	4	4.25	4.25	4.25	4.25	4.25	4.25	4.25	4.25	1
"Kuhlman, S."	03-765	5.75	4	4.25	4.25	4.25	4.25	4.25	4.25	4.25	4.25	1
"Bruchez, M."	03-770	11.34	4.33	4.5	4	4.83	4.83	4.5	5	5	3.67	2
Marcel Bruchez	03-770	11.34	4.33	4.5	4	4.83	4.83	4.5	5	5	3.67	2
"Waggoner, A."	03-770	14.5	4	4.33	4.33	3.67	4.33	4	4	3.67	4.33	1
"Hiller, N."	03-791	8.99	4.96	4.89	4.89	4.93	4.96	4.92	5	4.96	4.96	3
Natalia Hiller	03-791	8.99	4.96	4.89	4.89	4.93	4.96	4.92	5	4.96	4.96	3
